"Dépenses 
 Alimentaires","Dépenses 
 Mode","Dépenses 
 Électroniques","Depenses 
 Abonement","Depenses 
 Voyages"
3189,26568,5874,26806,56381
43628,8660,4630,12214,39769
89968,44006,2695,6218,26624
78686,42342,4857,16269,30002
76999,79350,8540,18535,72963
50676,55056,6742,11531,43514
54318,53138,3719,6601,24509
19466,80565,7539,27251,40004
68858,77213,1790,9677,68487
24006,38554,5838,27577,42379
16989,82766,2821,14120,73546
4575,19337,3251,23748,60284
69431,9957,3129,4712,81234
4788,50336,8294,15809,86886
47391,71276,3333,7830,40946
59531,69097,5343,20206,38933
49911,54221,1307,4004,92092
7107,77721,7052,5128,72448
41227,23717,3339,21905,70976
7930,84167,5999,21938,94734
67026,51280,1326,12791,99805
62915,82943,8087,20461,96620
11706,68002,5607,9219,44472
32794,76762,3754,4806,78574
15024,87621,4891,5474,70641
24330,67434,8520,20578,96127
45935,74286,8271,28700,69458
29653,53644,5649,20990,90009
56220,74329,4563,26787,66415
22844,32385,5961,9701,58897
73612,73523,8463,15570,19997
1575,76469,8622,25421,49443
57472,39631,5392,6143,30237
23004,35542,3168,28301,16789
2641,28150,4142,5180,70457
38990,72226,7739,19101,81971
7097,84442,1408,5567,48633
14084,15876,3729,27424,98464
87930,41411,8936,14682,20963
40863,36265,4754,26955,41389
19902,36592,5320,29827,78533
13992,65409,3170,7378,55669
83711,42198,5180,8110,90084
23637,40848,7554,26992,78367
41739,76018,8931,15818,29305
61218,12978,6255,29012,29351
48000,76791,8953,7961,85731
41488,22953,7031,18536,44645
5867,45290,6510,11117,92350
89433,37873,2239,6593,32451
36063,55599,7089,11647,77982
81883,66352,6280,17059,61025
63542,73214,3669,24394,51953
74409,6590,1915,7729,40594
38809,26097,5990,16607,62296
44428,3161,8558,25304,37441
29970,7957,6715,10547,84804
46797,73648,6545,29658,98376
29210,38151,8811,12904,99589
8566,24688,5730,17247,18264
9153,29603,7062,28173,11528
72295,35089,1634,9891,86379
29174,41529,2239,25135,48457
39654,9938,5460,26533,28891
13439,61442,2247,25052,78969
9419,82070,3592,18774,44876
52516,58345,8107,24238,55601
11323,64708,4308,26986,71166
54864,69070,7690,5514,37989
14647,77652,7277,29737,44702
39530,11949,6093,29004,48787
46079,30581,4018,10702,94164
4981,25890,8398,15188,11442
83383,63761,5676,12887,56935
5777,15381,4788,26702,88756
30084,69209,1807,24081,67506
47052,76112,2574,22411,56205
66936,66217,1507,14061,16530
14385,25281,2469,25627,20333
67271,67297,1067,7786,79981
61027,58977,2217,27257,97298
63275,80149,4471,18433,73396
19381,65194,4481,26757,61893
8823,72879,8482,29645,97921
83740,5238,4150,6978,52007
40134,83031,2641,7951,39774
44805,65114,3726,7385,22108
79046,53078,5631,15096,26619
72448,34328,6198,19401,50391
6772,63463,3805,25418,57538
63626,14684,2860,6476,41981
34172,52755,2417,12295,62697
10848,30854,1296,15047,24139
28162,45378,5466,7505,99825
59203,55058,1231,5396,82518
81094,51582,5556,5579,38011
89893,64932,8663,28650,33558
5432,85143,3255,6100,57483
31074,65976,3892,8070,72468
6232,58544,4932,12417,88059
16895,26555,2768,15435,92787
3332,62532,6398,7819,81771
88845,42747,5695,21040,70533
45557,56051,4496,24220,70493
64067,89318,8251,15306,80037
83344,8430,6689,13801,78285
6730,25514,5416,19518,66376
49564,50596,5390,27368,59921
61707,54859,4312,8261,48960
44732,59622,8043,26018,15323
28049,29205,8237,7003,30878
29468,52482,1135,7656,84225
6629,16382,2652,6162,77861
1474,47341,6015,18935,43378
18154,61169,4159,9940,25347
2834,37998,1924,27816,77250
29649,58711,6221,5053,86481
80113,5907,8612,7455,71428
69189,20045,1477,29791,46371
8431,3789,2168,15102,71916
45404,84967,1095,21967,81580
40082,74179,6542,12485,50871
44804,61671,4684,7037,25981
10036,83853,5606,27443,25711
41429,24042,8663,24885,14135
10706,45795,2022,18402,18169
4393,47865,1960,9606,45102
69555,45821,1385,19460,67451
21505,45925,8838,23736,51209
63899,53806,4429,25504,35419
83459,45112,6224,27558,95977
69896,60050,4294,4120,47980
80975,69298,2425,16889,98984
29566,67106,2130,10159,82735
75709,62468,5338,19547,41009
73201,82832,8490,13760,69603
22058,78497,2628,10269,98094
75769,42936,5055,24103,85304
5518,84611,1740,24942,41516
86444,67686,7868,5255,87900
14003,66985,2161,6883,41486
10766,64115,7453,15544,60937
42940,73319,3585,26013,70138
59619,52138,8559,14978,33075
75530,2285,2585,23586,51290
66188,22680,4318,12399,47621
73362,60645,5981,5149,62710
35751,88806,8223,11762,50107
17131,60835,6496,15296,98381
66272,79828,2039,19095,75430
63372,6491,8772,18651,62852
15559,11895,4472,16536,67333
80211,29195,3440,20920,24864
4213,74218,1711,8246,51663
72405,53092,5194,25013,40327
33657,41728,8737,22492,16949
13894,61614,7027,5447,44642
20865,11533,3449,15747,83520
13352,27962,2031,23462,41693
59481,64194,1414,13395,10901
17767,34235,5715,15033,20140
75263,7886,1461,5940,89757
43111,17224,5911,13432,66066
62148,17782,5023,17276,87741
42942,87507,3425,15650,32780
39314,78822,1078,25804,12764
23507,8706,3258,5555,34287
15593,89531,3254,24338,44236
44258,10506,1569,27897,95054
24237,7153,2478,21904,35495
6628,45871,3846,8364,19411
63051,13530,8687,17439,95541
17288,40693,8578,27160,68468
24519,53083,7214,16848,35886
44336,56316,5429,10643,89236
72295,72446,7768,16992,15840
29581,84338,1894,17968,51568
82755,52437,2777,26416,54574
46201,67499,1130,23607,55611
58199,15178,4860,25023,14484
44796,80672,1632,18485,25948
87352,85285,8801,22965,83022
18495,50843,7780,16010,99608
34051,20818,2203,7771,35171
82278,74501,7420,18311,89486
71486,1668,7923,19053,77744
80192,58852,4467,12038,39142
46669,12487,7565,18723,72206
13518,10790,4366,12488,51534
2554,72123,2739,25131,35248
1223,10068,3864,28419,89274
55457,39129,8623,29451,46577
78242,16219,3709,20402,37307
78294,32864,7899,11242,97621
53635,77657,4479,27272,64025
31145,51306,8733,14376,73591
34669,34922,7391,6155,67588
18211,37043,3994,20882,93732
43501,56596,7741,10281,48397
86499,74538,3601,14319,86672
86478,85187,1803,10889,60019
80925,6689,4198,10007,98436
57437,70514,6391,29181,81042
9578,31187,5477,6212,82779
51883,19054,7825,4659,38900
65919,18994,1914,14931,35739
54449,27752,5125,12959,19512
20738,9138,2299,29987,15799
51465,66635,6311,29477,59026
53102,24148,1964,24865,91936
71267,41770,5062,12772,16944
32727,59001,4055,14414,74152
5670,10628,7904,17149,40722
55038,40835,6470,21977,58565
73336,64181,6876,20830,17316
59647,19008,2132,16002,66353
15366,57089,8046,9574,84388
73163,59488,8156,27818,34745
72493,56202,3423,13515,77483
76132,17229,8134,21881,17499
85873,86725,8089,13876,43974
28069,73179,3169,29762,28359
2047,6580,1146,7607,41842
11762,81300,8457,20689,10328
59002,37039,4357,16799,86610
88704,4749,5373,24744,74572
34514,40266,7227,22944,20284
82643,43213,5616,17535,46704
59510,71254,3215,21896,73067
76293,78531,4959,28657,32400
81583,10263,2593,19564,50727
12673,65707,3871,26870,95075
27241,17143,1756,21662,93616
46573,16042,4763,25188,21137
7919,68898,3137,20686,77481
43543,80331,7700,21752,70069
43057,8421,6008,7306,30010
30501,70538,8667,25646,20074
55751,81586,8783,9343,77770
62908,62684,7350,17539,48772
74065,74504,1504,17335,63650
47315,38469,7483,19878,76450
83405,21404,5993,28069,47583
80372,86737,8428,9051,42794
13362,3440,3374,23630,63980
18697,74821,8891,27790,77705
24450,77431,2923,27571,60487
30292,40860,1811,27124,91476
79018,27184,2529,28661,43395
44156,29933,6345,10311,29881
11002,46663,2295,21574,63557
55452,51863,4188,22572,55830
39252,42013,8642,20244,95353
38802,89182,1962,20762,67827
60675,71032,4221,24455,68161
52390,44442,1352,28223,16628
30999,66923,1950,21446,79559
69119,17746,1390,21484,30709
58739,3122,4494,8913,56601
36709,76470,1444,6117,32824
77572,55595,4590,14181,10814
64348,3430,4659,6673,27773
49558,80790,1841,14591,53429
14742,74316,1882,19371,65230
14542,10126,7454,20185,90594
72774,76692,6259,4860,10396
11951,78363,5967,15202,27883
60434,44030,4895,12358,10745
59785,34639,6035,6165,51084
53940,28875,2887,12864,34269
27795,2647,1905,4101,82874
52600,36096,6688,24600,53495
65764,56012,4500,28380,82927
27369,18825,1280,14000,92439
1245,59294,1707,13605,86321
79639,1609,4943,21745,47105
55124,4476,6420,23071,95973
67199,27150,7467,21849,76791
29177,45510,5543,26779,72890
5089,18638,2280,16507,37025
66894,20437,2478,8663,21725
63750,45288,2008,24303,68630
1506,82475,5524,13908,77679
32235,2600,2380,22424,83490
75141,11857,4504,12756,67549
47901,9099,5343,7739,55896
41555,16492,4395,27608,23716
10195,76583,8194,16040,34189
6285,36544,1985,16467,43782
69841,12694,2797,5360,45688
22767,5067,1233,9877,33230
39889,76955,2695,26162,67773
12992,60731,8205,23848,97947
69731,27595,3124,19083,61825
51538,35156,1534,7541,69055
3577,43913,8837,25770,15641
15401,28599,6105,28890,54907
83099,68911,6867,29877,33938
10599,35832,1527,9297,44535
75672,40666,2773,14722,85529
40734,60417,8182,27087,62721
11104,89505,1729,7282,76763
62771,36105,6575,11813,78118
62264,2563,3883,25282,45996
86534,3742,6213,4093,64934
49755,83722,2263,7362,36310
40421,74661,5355,5141,58560
36107,14138,2297,25972,11697
41386,21122,7683,13586,41004
72545,53158,3401,24312,75545
21544,17752,8934,28133,32208
85597,88800,4150,13691,14258
42663,52602,4755,7896,30412
65732,76588,3531,28428,90542
12211,56037,1910,18797,24988
89798,11700,2220,29906,37925
82687,88862,7467,13354,35102
45068,61517,7864,28276,80093
71057,72160,7419,23943,92484
31615,66855,7286,23863,42911
35215,14957,5241,26778,55090
89247,14605,7744,8357,37193
7833,72275,4510,12319,48316
70218,24466,2857,15491,42323
78026,48699,7072,17740,91861
86801,38471,3522,15540,80880
9386,87578,6628,20506,48824
27897,82236,5736,18329,81438
83678,83904,5856,10046,56071
55084,88352,1121,12689,73016
53477,8508,3811,18069,74480
40101,50255,7478,4184,17161
82778,75950,4409,8158,93372
57676,11613,1584,19504,43785
85171,76510,7523,21995,60314
89273,79030,7473,5819,11727
25977,82583,4534,5489,33102
63913,1725,6578,24524,95931
63026,58629,6958,6812,13041
63560,45671,4291,19853,48268
53734,16602,8005,5070,68420
70178,64831,3721,29439,55158
38208,48757,2068,19006,37418
67618,9019,2051,12744,60871
78181,38925,7370,24049,33699
6343,74293,8273,5081,68702
6323,25878,6862,6670,78962
66955,64018,6052,26006,80600
49374,59814,7009,11321,52858
49585,87217,2721,13761,25294
73289,80178,7123,17045,20764
80263,73179,7567,21758,47613
16486,37181,2480,28464,18933
79052,82827,7113,26682,28370
72552,12741,2392,12701,78371
60799,15506,3596,10156,44718
36435,85129,5587,16593,51567
57942,25752,2366,17918,70881
51558,79723,8161,18538,56859
65788,84447,1349,5700,43730
26094,89183,1093,22595,60862
40033,68823,2323,10426,13327
71726,66817,5037,18508,24738
20264,10504,5947,21537,42110
24577,77715,6984,7297,85146
89276,69079,7585,14325,56738
86411,35677,5904,24197,97723
6720,34846,2835,27149,56547
88978,53517,5648,8731,22517
18466,16556,3042,11027,76909
79693,64320,3573,7551,72740
62901,72558,3105,15870,15058
59577,4396,1167,11932,51717
38706,48362,8496,22845,31945
88040,78840,3065,12170,11475
59534,89305,2281,21621,82600
35301,22919,2992,23021,90629
28265,29081,8340,21658,68773
57713,49603,2797,26387,50121
25198,74575,2972,16086,14850
66398,20896,5092,16353,97555
64508,54969,8626,26037,91728
8532,73846,6925,8230,17017
9895,29668,7689,9444,15794
45152,34076,2820,22812,51284
79334,50168,6142,21881,89752
34912,61853,3059,15420,27324
55507,85602,3251,8948,95922
40048,28682,2981,17138,68302
67918,53312,2655,21552,51499
45550,40526,5885,28016,57574
9828,60161,7315,5422,55668
35116,34271,8657,18088,73739
72227,56630,5911,4954,75130
75014,80707,8549,11300,83293
63671,87059,1971,27821,91202
20844,65593,1753,9888,25895
9190,76612,1819,6626,50652
47278,35601,3263,14402,68877
27687,17353,2700,27770,39367
50063,64212,6177,12248,72817
87032,4520,2901,26757,37911
82502,2262,5599,23160,32551
77713,1369,5265,23231,87814
4936,51254,4460,5921,47510
19502,76046,3497,5385,93927
38817,62883,8983,8938,20921
59168,60295,5328,26205,36360
23304,60541,6565,14167,37679
44103,48959,5564,12057,70129
74455,58825,4473,6126,28423
9834,9753,6185,17517,66007
63103,37552,5669,28875,61807
89140,13099,1669,23258,44680
22159,63698,1479,24817,74517
80213,24421,8306,26362,93636
55449,45906,6327,25283,23804
65087,3715,1903,17924,24432
53291,69269,1695,17212,34139
68488,59668,7610,12689,37483
25319,53820,7624,4865,52026
72574,11265,1786,24980,31619
83565,21488,5500,11854,51454
63928,66791,6411,5550,74291
57748,46529,8178,27909,73551
71007,14335,2574,25898,81884
54974,30384,2710,26612,86120
37255,66393,5165,4032,10968
69936,35558,6301,12905,83321
14491,28567,8566,9103,70467
5555,13500,6395,11273,27100
18336,43715,1249,23468,65256
40528,82799,1505,12292,54790
74918,70998,8907,13517,41019
31261,20514,8556,28646,40596
11908,30908,1869,16167,91172
31782,22599,4564,28902,23534
57217,29904,8089,12379,46918
77574,62019,6684,9583,50533
60457,21616,7382,26580,44727
87211,48417,7013,26511,86471
39667,73982,6401,22526,87914
81652,35050,6370,11402,79459
52452,77987,3364,16272,42023
59885,49071,6701,9278,61975
75733,34785,7330,12649,57737
79481,60559,4215,11388,43223
19801,40066,4160,15216,85839
15546,60697,6029,28661,30009
42713,43263,5809,4218,43559
86633,9346,1555,5437,71369
6169,36754,4457,26464,30013
23947,37564,8566,15383,78888
16273,50453,3609,7143,14708
30454,70554,5145,29212,42678
75435,69932,2337,19565,83423
41230,57121,7188,14611,73549
34103,8186,6953,22256,32493
19450,47892,1020,12378,36550
11837,81111,2723,27821,13613
25828,16855,1965,7419,36130
18837,44472,1164,8035,51189
44288,82805,5531,27341,60236
53694,39205,1227,5944,28907
71985,83809,6187,4677,86507
50317,60576,8865,27069,88840
89100,63226,2970,10412,23409
37487,36195,6250,28522,69653
7505,71537,5246,13455,55175
42882,60887,1752,15544,70806
89009,17757,8502,19161,32229
44780,63847,3818,4644,41448
32530,33548,3337,17532,66217
74185,14971,7917,13167,41314
2084,86951,3247,13188,85683
35258,56724,6783,17164,32419
80965,50763,6287,27586,90898
28380,55227,2903,26461,33717
69305,66915,6460,11799,43310
47543,69608,7584,13856,98559
59374,85835,5200,29104,41190
20955,75354,3988,24368,14011
17798,42389,3029,13103,43335
12895,65889,1140,24439,68278
66980,36419,6893,16715,41919
81285,58437,3913,19367,62962
53266,3002,8955,21559,54279
52223,39898,3889,26508,53121
63505,82694,6469,19780,71369
20448,80380,3716,27996,30895
60597,78605,8110,4005,75455
89779,17397,8862,7191,62797
88807,43308,2161,19774,94584
63331,11168,2745,8842,16429
46427,49244,5454,20550,82275
61262,12841,3562,14854,84539
47763,36631,4955,11339,74397
23709,76914,7192,15127,35664
82015,69828,5022,24534,15799
74198,27800,7926,19923,29757
50840,17237,7969,28802,15853
39140,41080,6475,15629,84054
3921,20137,4565,4276,35874
40021,45818,2417,4282,46378
60418,16987,7725,23618,40098
29244,39965,2304,10892,96591
51145,65711,7757,6990,56698
64000,79045,1550,20356,93073
42870,81624,3303,22747,83124
59998,57952,7117,5620,50969
60826,21650,5716,28620,85517
25047,69514,5769,11758,60789
36788,9822,7654,27731,66559
74923,43397,2332,25829,47302
79687,40315,2578,16020,53461
44826,57301,7835,19974,45756
46719,37766,3149,15763,65453
30008,12016,8038,23610,35194
28203,12100,4003,29706,33350
38575,22863,8071,17050,21631
78255,67144,5371,24726,54020
25473,45900,4798,19492,67037
33689,75115,4364,25038,75570
69320,69266,7578,12851,55537
75525,83172,6845,26874,94904
84032,50091,7643,7476,13405
76192,9112,2230,22804,48854
15684,3357,4188,9030,77984
12261,28935,7661,21050,37736
20839,87762,1874,13726,35229
40697,79378,2463,17045,26974
82503,60575,6801,28815,13473
67030,38836,5986,29801,43200
56966,14815,3098,12754,19415
51711,15865,2605,24624,73937
60652,73953,8442,29700,29909
39863,66632,1963,19650,51023
84358,77664,8057,13131,82413
56558,2758,8086,28814,21931
23586,75641,6114,19518,41158
9005,78981,1366,5730,36830
42887,26316,5357,24887,32195
72948,42038,3213,26108,36362
85427,17995,3466,26313,90130
8507,69213,1760,4569,58166
29714,61840,7887,17142,49942
3419,36067,2577,4134,55116
45468,61435,2803,6371,15069
48894,71194,8754,6366,29007
52547,83639,7096,6494,58765
57207,57113,5563,14394,44883
2088,21374,1998,16351,40297
10601,12900,7887,4117,55668
27153,9398,2500,7669,30430
87035,41472,1339,15946,76939
33166,89519,2317,26260,41068
13767,19897,2614,7411,12675
66337,63416,5696,5932,31289
59635,60488,1291,12690,80561
17311,49644,1174,24814,39363
52177,30994,8669,18783,98290
38808,86173,6629,16554,94184
61458,20351,6223,14772,75060
59327,16837,5682,16210,39766
62227,78666,4581,16740,44439
40938,24833,6296,4776,86927
14911,32008,2211,12268,92191
65127,48333,3610,9942,96743
29229,38668,3216,4016,19573
82288,89820,1147,7123,57690
10081,49692,7678,22480,98837
14467,12530,7954,12528,43923
53155,14862,4107,20022,83463
1554,59483,5788,15123,34256
60475,19900,3554,5997,72658
74144,69035,1269,5188,13556
36914,43660,4971,12962,66485
81685,38316,6491,12472,26537
28431,61286,4594,18616,73239
16312,41572,6521,5381,82148
30425,1908,8889,28236,12771
25774,15080,5485,26911,69499
83734,24662,5239,25144,73308
84900,46520,3534,27008,12272
58508,60187,4709,24908,85703
81514,84121,1209,5699,40558
65329,54814,4603,10027,62664
29025,69099,6558,8993,99506
19928,1906,2440,11178,87050
73016,39851,3784,24993,78152
22323,86368,5540,27936,30967
87770,81710,7666,9712,56821
72126,84161,2269,28814,91276
12976,81360,1419,6012,68828
17240,85239,7111,9705,28351
29391,40032,6904,27529,45961
42824,79417,7350,19301,61391
2043,19647,7589,23241,49060
85976,57642,6540,26657,53145
71814,39520,5854,5084,85138
31128,34003,5918,28971,32979
22239,76337,4394,15322,79593
33127,24459,6458,24094,56581
84960,50877,8567,19738,73589
81130,42175,7237,12140,74517
49594,87078,8818,8492,39047
51567,1961,7703,10576,91598
24136,77942,7631,16011,75688
23044,60665,7225,27182,83144
12283,88634,5330,22991,67454
20226,27588,1724,21782,53306
16624,63633,3601,29059,99261
85552,52980,4512,29361,57626
61768,78782,3919,17122,37535
2710,2128,3319,25525,24019
18692,72755,4783,28080,24847
20313,16754,7713,22931,31754
11978,85816,3893,26714,77652
32882,43639,4063,14038,96904
24368,19738,2617,14972,84222
59226,72764,1152,23689,96489
60410,59169,5203,25535,95505
40523,58475,2559,21340,28938
79923,76556,6394,25720,55498
35543,34220,1729,26443,88461
72152,55150,1802,8797,35363
67641,35202,3070,12329,76381
16504,54557,6280,8018,37102
25554,36249,4843,5014,95458
14612,15632,8718,24368,79576
34698,49360,2607,4390,98555
18906,32539,6568,15419,28648
85540,84790,8218,5115,46742
50237,89535,5403,27434,56671
38980,62551,6270,18907,63114
9344,11613,7871,12301,34815
57652,21239,7943,26927,94729
21667,58193,3087,9750,33982
46840,87926,8714,23693,48920
67675,11493,5285,15113,82838
37943,50616,6330,19564,22021
50108,65686,2012,21822,42002
31049,18475,1820,4647,50575
54436,35118,4771,22015,24288
8934,27852,6216,8021,50763
36770,48769,6845,24544,58203
8265,2451,2963,9151,72573
39443,48567,2725,7536,67421
